drugbank_id	name	groups	pubchem_ids	description	indications	targets
DB00759	Tetracycline	vet_approved; approved	54675776	-	"Used to treat bacterial infections such as Rocky Mountain spotted fever, typhus fever, tick fevers, Q fever, rickettsialpox and Brill-Zinsser disease. May be used to treat infections caused by Chlamydiae spp., B. burgdorferi (Lyme disease), and upper respiratory infections caused by typical (S. pneumoniae, H. influenzae, and M. catarrhalis) and atypical organisms (C. pneumoniae, M. pneumoniae, L. pneumophila). May also be used to treat acne. Tetracycline may be an alternative drug for people who are allergic to penicillin."	A7ZSI5; B5RH07; B1XG23; B1XG24; C0PYY2; B4TVU3; A8A7U8; A8A0R0; C4ZUG4; C4ZUG6; B1LHB3; P0A7T8; B5F3B9; P0A7T7; C0Q0A5; C4ZUG9; P0A7T3; B1LHB8; A8A5B3; A8A5B4; A8A5B6; A8A5B9; B5YQ05; B5YQ04; B4TAV0; B5FHU4; B1IRQ1; Q0TD41; B7US99; P68684; P68685; P68682; Q2NWE7; P68680; P68681; B7LRT5; B1IPL2; B7LRT1; B7LRT0; B7LRT3; B7LRT2; A7ZTI7; B7NLN8; P60423; B7NLN3; B7NLN0; B7NLN6; B7NLN5; Q1R616; B1IQP9; Q3YWW5; Q31UV6; B5YSV6; Q3YWW0; B4TUF3; B4TUF2; B4TKM3; B6I1U8; A9MVN1; B1IQ03; B1IQ00; B1IQ05; Q0TCF3; C4ZQY2; B2TY75; B1LL30; B7M1C5; P60626; C0Q0C4; B4SXD8; Q0T058; B7NDS9; Q31VW8; B7NDS5; B2U2T3; B5FJK8; B5FJK9; Q31VW7; B7N0W8; B7UK20; B5FJK3; A4WEK0; Q31W98; B7L4J7; Q31VW5; B7NDH0; B2U2T7; P0A7T9; B1LQM1; B6I208; B7NJS8; A8ARM4; Q31VY0; B2U2T5; Q5PK05; Q31VW1; C0Q2L0; A8A5E9; Q57GI9; P0A7P2; P0A7P3; P0A7P0; P0A7P1; P0A7P6; P0A7P7; P0A7P4; P0A7P5; P0A7P8; P0A7P9; B5R9F0; A8A698; B2U2S6; B1JM17; A7ZSC4; A8AHA8; B4TXD6; B4TXD7; B6I3L3; B4TXD1; A7MNZ2; A4THT0; C4ZSS5; B4T4N1; Q321K8; Q3YWU2; B7M1L8; C0Q6G0; Q57J43; C4ZSW8; B5RGF1; Q31UZ0; P62401; Q0T9J1; P0C020; A9MN59; P0A7R9; B6I1Q9; B5QVW5; B4TN08; B5QVW6; Q9UM07; B5R286; P62400; A9MX79; B4TGH3; B5QUQ1; P0AG47; B2U2S2; B5FN11; A9MFC1; B7NLM3; B7NLM7; B7NLM8; Q3YWT0; P0C021; B4TFD7; B6I2A8; A9N5Y8; B4TGH4; A7ZMI4; A7MPI4; Q6D9D4; Q0TCE5; Q0TCE4; Q0TCE7; Q0TCE6; Q0SX84; B5RAX0; B5RAX1; P68686; B7MCV7; A1AGJ3; B6I242; B7UK39; B5YTP0; A7FE70; B7NKU2; B5YTP9; Q1R6F0; P68683; P0A7L6; P0A7L7; P0A7L4; P0A7L5; P0A7L3; P0A7L0; C4ZYH8; C4ZYH9; P0A7L8; A9MSY7; P68679; B1XDV2; P0AG63; P0AG64; P0AG65; P0AG66; P0AG67; P0ADZ0; A7ZSK8; Q32B55; Q0THB2; B7MCT1; A7ZSK5; B7N1A3; A7ZSK3; A7ZSK0; Q32B52; B5R285; P0A7K2; Q1R632; P0A7K6; A7ZTQ9; Q1R636; B7LZL5; Q1R638; B6I233; B6I230; B6I231; Q5PKX8; A7ZV73; B7M1P3; B7UK52; B7LK45; B1X6H0; B7L759; B1LHE2; B1LGF2; B7M1M3; P0A7U5; P0A7U4; P0A7U7; P0A7U6; P0A7U1; P0A7U0; P0A7U3; P0A7U2; B7LHP9; B1IPY3; A8A5A9; B7MCS9; B7MCS6; B5FJA6; B7MCS3; A8GJV2; B5FJA5; B5F7T9; Q32B57; B5F7T4; B7NR05; A8AQL8; B7L6J0; A8AQL3; B7MST2; B7LH01; A8AQL0; Q0SZX5; B4SUS9; B7MBV5; B7UIX3; B1X6G8; P60429; A1AGI5; Q329M1; P60422; B1X6G3; B1X6G0; B1X6G1; B1X6G6; B1X6G7; P60424; A6TG05; Q31TD3; B5F8G0; Q1R604; B5YT13; B5YT15; A9R7E4; C4ZUH0; B4TZX8; Q32FI2; F7VJQ1; Q1R6B0; Q1R607; B1IZF7; Q3YWW3; Q0T008; Q3YXH8; Q32BQ2; Q0SYG4; B7NKQ3; C4ZYY0; B2VCV9; B5R0S0; B5EYX3; A6TAI4; B7UK18; A1AGI7; B7M1N1; B7N0V1; Q1R609; B7NDK8; A7ZSL7; B7LHT8; B5R5G0; Q31VX2; B4TKL4; Q31VX7; B2U2U9; B7UMH0; Q0TCE2; Q57HZ9; P0A7M6; B1XG70; B4TKL0; P0A7Q1; P0A7Q0; P0A7Q3; P0A7Q2; P0A7Q5; P0A7Q4; P0A7Q7; P0A7Q6; P0A7Q9; P0A7Q8; A9MSZ2; A9MSZ3; B4TXE1; B5FJM2; B7NDR6; A1JQX1; B5F6A5; Q3YWB1; A8A599; Q0TCS4; B2VF69; A9MJT9; B7LRS5; C6DKG8; B7LRS0; B7LHZ8; B4EW58; B7LVJ7; Q0T098; B7LHZ6; Q57J33; B7M100; B4TI60; Q57J38; B5RH26; B5RH21; B5RH20; B2K2I4; B7MVJ4; B7MVJ5; B1LHD1; A9MKN8; B1LHD0; B7LLY4; B1LHD3; Q0THB3; B1LHB0; B6I437; B7NEU0; C4ZUE9; B7NLL6; Q3YWU5; B4SUT9; Q3YWU0; Q3YWU3; B1LF57; Q0T003; Q31VU7; B4SUT4; Q3YWU8; A7MPF5; Q0T006; A4W5T1; B7NLN4; B7MGC4; A7MPH5; B2U1G8; A7MPH2; Q0TCF0; Q31W63; A7MPH8; Q0TCF7; P02413; A9MN54; Q1C365; B7N102; P60624; P60625; Q5PJ56; P0A7M2; P0A7M9; B7MCR9; B1IPY8; B7N0U4; A7ZRU7; A6TE47; B1IPY0; B1XHG2; B1IPY2; B1IPY5; B1IPY4; Q329B5; P0ADZ4; A8AQC0; A7ZSJ8; A7ZSJ7; A7ZSJ3; B6I229; B6I228; Q1R358; B6I225; B7NTQ7; B7NDV0; B6I223; B6I222; A7ZSK6; B4T679; A9N520; A8A4M2; Q5PIW1; B2U1Z1; B5F7G0; A6TEV6; B7MB01; P0A7V8; B1IQT7; B4TXF0; P04156; P0A7V0; B7N181; P0A7V3; P0A7V4; P0A7V5; P0A7V6; P0A7V7; B7NLP7; P0AG44; B5RFY6; A1AGM9; A1AGC3; B7MCR0; B7MCR2; Q0SZY8; B7N0L5; B1LGQ0; Q0SZY6; B7L847; Q0TCN6; B5YXA7; B7NGD6; B1XHK3; P60438; B4SYA9; B7MCT2; B1X6F1; B7NDR8; A7ZSK4; B7UK28; B7MCT0; B7NPE2; B7ULJ1; B7NT61; B7NT60; B5F8F1; B4T9C1; B7N1A1; B5YRA5; B7LI05; B1IPZ5; B7MCT4; B7LQD9; B5YTM5; B7M092; B5BGY5; A8AQJ9; Q5PKU5; B5BGY1; B5BGY0; B5YTM9; Q3YUE5; P60725; P60724; B1IT04; P60726; B5FSA3; P60723; B5R280; B7N2E8; B7L4J5; P61179; B7LRS7; B6I3T6; B2U2S9; C4ZUH4; B2U2S7; B1LGJ6; P61177; C4ZUH1; P61175; Q32B24; P0AG51; B7LS48; B1IPL1; A4WFC2; Q328J7; B4TKK4; B7UQL1; B2U2T2; B4TKK9; Q31VW2; A8A5C2; Q31VW0; B2U2T4; Q0TCG7; A8A539; P0C018; Q2EEQ2; Q0SYP3; B2U1V5; Q0TBH3; P0ADY3; B2TUS5; P0ADY7; P0AG48; P0AG49; P0AG46; P0A7R5; Q1R4V6; P0AG45; P0A7R0; A6THB3; B2TTV0; P0C019; B7N1C3; A1ABQ0; B7MLK7; B7MFJ7; B5FJL3; B5YWD4; B7NDU0; B7N276; B5BG21; Q31VY2; B1X970; B7LRR3; B7LRR1; B7N554; B7N553; C4ZXM8; B1X6F6; P0AA10; B7ND54; B7M1N3; Q32BE7; B7M1N0; Q1R5U1; A1AGJ7; C4ZUF4; Q57J24; C4ZUF1; B7M102; A8A0Q9; B5RH16; C4ZUF9; B1LHC8; B1LHC9; A8A5C0; A8A5C1; B7M0U2; A8A5C4; B1LHC2; B1LHC3; B1LHC5; A7ZS83; B5F7F9; A9MFK9; A9N240; B5FM60; A9N241; B7M4C0; B4SUU8; Q3YWV0; Q3YWV1; Q3Z264; Q3Z265; B7MAS6; B7MAS7; B4TT35; B4T3F3; Q5PC32; Q0TCG5; Q0TCG2; B7UK43; B7UK41; B7UK40; Q5PH91; Q5PH90; B7LRS4; B7L4L7; A6TEN8; B5YS75; B7M555; Q665U4; B5BA39; B5BGZ4; C0Q0B5; A9MN48; C0Q0B0; C0Q0B1; P0A7N1; P0A7N4; B1IPZ1; P0A7N9; A1AGK0; A1AGK3; A1AGK2; A1AGK5; A1AGK4; B7UK38; Q1R6R5; A7MM78; B7UK35; B7UK32; A7ZSI8; B7L4K4; B7L4K5; B7L4K3; B7L4K0; A8AMJ6; B7UJW2; A7ZSI3; A8APV6; B7L4K8; B6I218; Q57PV1; Q57PV0; B6I210; Q1R612; Q1R610; B7LR53; B5BIL5; Q5PIV7; Q5PIV3; B1IX36; A6TEW1; A6TEW0; B7LQ74; B7LQ73; B1X9T1; Q5PIV8; P0A7W7; A8A5A4; B1LE15; B1LE14; B7N192; P0A7W1; P0A7W0; B7N1A0; B7N199; B7N198; C0Q1W9; B4F277; C4ZR79; Q31WW9; C5BF78; C4ZUG3; B7M9G4; Q1CME3; Q0SZZ4; Q0SZZ1; Q0SZZ3; A8AQJ1; Q0SZZ8; B7M1M2; P0AG55; B5EXE1; B7M1M5; B1IPZ0; B7M1M8; B7M1M9; B5BI10; B1X6E6; B5QZ45; Q57IA6; B1X6E8; P60727; P0AG50; P02358; P02359; P0A7X3; Q57J53; P0A7X4; P0A7X5; B7MBZ1; A9MPV4; A8A5A1; B5F8E7; Q1RB79; B7NLL4; B5YTN0; B5YTN2; B5YTN5; B5YTN6; B5YTN7; B5YTN8; B7L6I9; A8A6G4; B6IBD5; B6IBD4; B2U395; B2U394; P68919; B4T4N0; B1LK73; B7UJ79; Q0T0J8; B2U2R5; A1AGK6; Q57JQ0; B2U2R3; B1IPV7; P61178; A8AQL2; Q32B32; Q32B37; Q32B36; Q32B35; B5Z2K7; Q1R620; B7M1C4; Q3YWU4; A8A501; B7LCR3; A4WFD5; B5REG7; B5BKL1; B7NDT2; Q31VV9; B7NF20; B7NDT6; Q1R626; Q31VV7; B7L4K6; B7NDT7; C0Q644; P0A7V9; Q1R4N3; P61176; P0A7S9; P0A7S8; P0AG59; C4ZUH2; P0A7S3; Q1RB78; P0A7S7; P0A7S6; P0A7S5; P0A7S4; Q32B47; Q3YVZ8; Q32B43; Q32B40; B4SUT5; B7NDT0; B2VGJ7; P0A7J7; B7NDT5; B5R290; P0A7J3; B7NDT8; P62399; B5R299
DB00758	Clopidogrel	approved	60606	-	"Clopidogrel is indicated to reduce the risk of myocardial infarction for patients with non-ST elevated acute coronary syndrome (ACS), patients with ST-elevated myocardial infarction, and in recent MI, stroke, or established peripheral arterial disease,[L7213]"	P33261; Q9H244; P31645
DB00205	Pyrimethamine	investigational; vet_approved; approved	4993	-	"For the treatment of toxoplasmosis and acute malaria, For the prevention of malaria in areas non-resistant to pyrimethamine"	P0DPD6; Q9H1D0; Q15878; P11229; P35523; Q8IU57; P00374; Q15858; Q96D96; P0DPD8; P13922; P07686; Q9ULQ1; Q8IZF0; Q16515; O75762; Q96FL8
DB00976	Telithromycin	approved	3002190	-	"For the treatment of <i>Pneumococcal</i> infection, acute sinusitis, acute bacterial tonsillitis, acute bronchitis and bronchiolitis, lower respiratory tract infection and lobar (pneumococcal) pneumonia."	A7ZSI5; B5RH07; B1XG23; B1XG24; C0PYY2; B5F3B9; B4TVU3; A8A7U8; A8A0R0; C4ZUG4; C4ZUG6; B1LHB3; C4ZUG3; B1LHB0; P0A7T7; C4ZUG9; P0A7T3; B1LHB8; A7ZSC4; A8A5B4; A8A5B6; A8A5B9; B5YQ05; B5YQ04; C4ZSW8; B5FHU4; B1IRQ1; Q0TD41; B7US99; P68684; P68685; P68682; Q2NWE7; P68680; P68681; B7LRT5; B1IPL2; B7LRT1; B7LRT0; B7LRT3; B7LRT2; A7ZTI7; B7NLN8; P60423; B7NLN3; B7NLN0; B7NLN6; B7NLN5; B7NLN4; B1IQP9; Q3YWW5; B5BIL5; Q3YWW3; B5YSV6; Q3YWW0; B4TUF3; B7UMH0; B4TKM3; B6I1U8; A9MVN1; B1IQ03; B1IQ00; B1IQ05; Q0TCF3; C4ZQY2; B2TY75; P60624; P60625; P60626; Q1R4N3; A6TE47; B4SXD8; Q0T058; B7NDS9; B1IPL1; Q31VW8; B7NDS5; B1X9T1; B7UQL1; B5FJK8; B5FJK9; Q31VW7; B7N0W8; B7UK20; B5FJK3; B7L4J5; Q31W98; B7L4J7; B4TKK9; B7NDH0; B2U2T7; A8A539; B1LQM1; B6I208; B7NJS8; B1LE14; Q31VY0; B2U2T5; A8AQC0; B2U2T4; C0Q2L0; A8A5E9; Q57GI9; P0A7P2; P0A7P3; P0A7P0; P0A7P1; P0A7P6; P0A7P7; P0A7P4; P0A7P5; P0A7P8; P0A7P9; B5R9F0; A8A698; B1JM17; A8AHA8; B4TXD6; B4TXD7; B6I3L3; B4TXD1; A8A5B3; A7MNZ2; A4THT0; C4ZSS5; B4T4N1; Q321K8; Q3YWU2; B7M1L8; C0Q6G0; Q57J43; B4TFD7; B5RGF1; Q31UZ0; A9MX79; Q0T9J1; B4TAV0; B7LHT8; B6I1Q9; B5QVW5; B4TN08; B5QVW6; B7L6J0; P62400; P62401; B4TGH3; B5QUQ1; P0A7R5; B2U2S2; C5BF78; P0AG44; Q1R616; B7NLM7; B7NLM8; Q12809; A9MFC1; Q3YWT0; P0C021; P0C020; B6I2A8; B4TUF2; B7NLM3; P0A7M9; B4TGH4; A7ZMI4; A7MPI4; A6TG05; Q6D9D4; Q0TCE5; Q0TCE4; Q0TCE7; Q0TCE6; A7ZSL7; B5RAX0; Q0TCE2; P68686; B7N1C3; A1AGJ3; B6I242; B5YTP0; A7FE70; B7NKU2; B5YTP9; Q1R6F0; Q31VU7; P0A7L6; P0A7L7; P0A7L4; P0A7L5; P0A7L3; P0A7L0; C4ZYH8; C4ZYH9; B7MGC4; A7ZRU7; A9MSY7; B1XDV2; P0AG63; P0AG64; P0AG65; P0AG66; P0AG67; B1IPY2; Q0TCN6; Q32B55; Q0THB2; A7ZSK4; B7MCT0; B7N1A3; A7ZSK3; A7ZSK0; Q32B52; B5R285; P0A7K2; Q1R632; B5R280; A7ZTQ9; Q1R636; B7LZL5; Q1R638; B6I233; B6I230; B6I231; Q5PKX8; A7ZV73; B7M1P3; B7LK45; B1X6H0; B7L759; B1LHE2; B1LGF2; P0A7U5; P0A7U4; P0A7U7; P0A7U6; P0A7U1; P0A7U0; P0A7U3; P0A7U2; B7LHP9; B1IPY3; A8A5A9; B7MCS9; B7MCS6; B5FJA6; A8A5A1; A8GJV2; B5FJA5; B5F7T9; A7ZSK6; B5F7T4; B7NR05; A8AQL8; Q3YVZ8; A8AQL3; A8AQL2; B7LH01; A8AQL0; Q0SZX5; B4SUS9; B7MBV5; B7UIX3; B7N102; P60429; A1AGI5; Q329M1; P60422; B1X6G3; B1X6G0; B1X6G1; B1X6G6; B1X6G7; P60424; Q1R609; Q31TD3; B5F8G0; Q1R604; B5YT13; B5YT15; A9R7E4; B4TZX8; Q32FI2; Q1R6B0; B4SUT9; B1IZF7; Q31UV6; Q3YXH8; Q32BQ2; Q0SYG4; B7NKQ3; C4ZYY0; B2VCV9; B5R0S0; B5EYX3; A6TAI4; B7UK18; A1AGI7; B7M1N1; B7N0V1; B7NDK8; Q0SX84; Q31VX2; B4TKL4; Q31VX7; P68679; B4TKL0; B5RAX1; Q57HZ9; B2U2U9; B1XG70; P0A7Q1; P0A7Q0; P0A7Q3; P0A7Q2; P0A7Q5; P0A7Q4; P0A7Q7; B1XHK3; P0A7Q9; P0A7Q8; A9MSZ2; A9MSZ3; B4TXE1; B5FJM2; B7NDR6; A1JQX1; B5F6A5; Q3YWB1; A8A599; Q0TCS4; B2VF69; B7LRS4; B7LRS5; C6DKG8; B7LRS0; B7LHZ8; B4EW58; B7LVJ7; Q0T098; B7LHZ6; B1X970; B7M100; B4TI60; Q57J38; B5RH26; B5RH21; B5RH20; B2K2I4; B7MVJ4; B7MVJ5; B1LHD1; Q5PJ56; A9MKN8; B1LHD0; B7LLY4; B1LHD3; Q1R607; Q0THB3; B6I437; B7NEU0; B7NLL4; B7NLL6; Q3YWU5; Q3YWU4; Q3YWU0; Q3YWU3; B1LF57; Q0T003; B4SUT4; B4SUT5; A7MPF5; Q0T006; A4W5T1; B7LCR3; P0A7Q6; B7UK52; A7MPH5; A9MJT9; B2U1G8; A7MPH2; Q0TCF0; Q31W63; A7MPH8; Q0TCF7; P0AG55; P02413; A9MN54; Q1C365; B1LL30; B7L4K6; A9MN59; P0A7M6; P0A7M2; A9N5Y8; B1IPY8; B7N0U4; P0A7L8; C0Q0C4; B1IPY0; B1XHG2; P0ADZ0; B1IPY5; B1IPY4; Q329B5; P0ADZ4; Q31VY2; A7ZSJ8; A7ZSJ7; A7ZSJ3; B7MCT1; B6I229; B6I228; Q1R358; B6I225; B7NTQ7; B7NDV0; B6I223; B6I222; B5R5G0; B4T679; A9N520; A8A4M2; Q5PIW1; B2U1Z1; B5F7G0; A6TEV6; B7MB01; P0A7V8; P0A7V9; B4TXF0; C4ZUE9; P0A7V0; B7N181; P0A7V3; P0A7V4; P0A7V5; P0A7V6; P0A7V7; B7NLP7; B7MCR9; A1AGM9; A1AGC3; B7MCR0; P68683; B7MCR2; Q0SZY8; B7N0L5; B1LGQ0; Q0SZY6; B7L847; A7ZSK8; B5YXA7; B7NGD6; P60438; B4SYA9; B7MCT2; B1X6F1; B7NDR8; Q32B57; B7UK28; A7ZSK5; B7NPE2; B7ULJ1; B7NT61; B7NT60; B5F8F1; B4T9C1; B7N1A1; B5YRA5; B7LI05; B1IPZ5; B7MCT4; B7LQD9; B5YTM5; B7M092; C0Q0A5; A8AQJ9; Q5PKU5; B5BGY1; B5BGY0; A8AQJ1; Q3YUE5; P60725; P60724; P60727; B5R286; B5FSA3; P60723; P0A7T8; P0A7K6; B7N2E8; A4WEK0; P61179; P61178; B6I3T6; B2U2S9; C4ZUH4; B2U2S7; B1LGJ6; C4ZUH0; P61176; P61175; Q32B24; P0A7T9; P0AG51; B7LS48; B5BG21; A4WFC2; Q328J7; B4TKK4; B2U2T3; B2U2T2; Q31VW5; Q31VW2; A8A5C2; Q31VW0; Q31VW1; Q0TCG7; Q2EEQ2; Q0SYP3; B2U1V5; A1AGK6; Q0TBH3; P0ADY3; B2TUS5; P0A7R9; P0AG48; P0AG49; P0AG46; P0AG47; Q1R4V6; P0AG45; P0A7R0; A6THB3; B2TTV0; P0C019; B7MCV7; A1ABQ0; B7MLK7; B7MFJ7; B5FJL3; B5YWD4; B7NDU0; B7N276; A9N241; Q5PK05; Q57J33; B7LRR3; B7LRR1; B7N554; B7N553; C4ZXM8; B1X6F6; P0AA10; B7ND54; B7M1N3; Q32BE7; B7M1N0; Q1R5U1; A1AGJ7; C4ZUF4; Q57J24; C4ZUF1; B7M102; A8A0Q9; B5RH16; C4ZUF9; B1LHC8; B1LHC9; A8A5C0; A8A5C1; B7M0U2; A8A5C4; B1LHC2; B1LHC3; B1LHC5; A7ZS83; B5F7F9; A9MFK9; A9N240; B5FM60; B5BKL1; B7M4C0; B4SUU8; Q3YWV0; Q3YWV1; Q3Z264; Q3Z265; B7MAS6; B7MAS7; B4TT35; B4T3F3; Q5PC32; Q0TCG5; Q0TCG2; B7UK43; B7UK41; B7UK40; Q5PH91; Q5PH90; B2U395; B7L4L7; A6TEN8; B5YS75; B7M555; Q665U4; P0ADY7; B5BA39; B5BGZ4; C0Q0B5; A9MN48; C0Q0B0; C0Q0B1; P0A7N1; B1IPZ0; B1IPZ1; P0A7N9; A1AGK0; A1AGK3; A1AGK2; A1AGK5; A1AGK4; B7UK38; Q1R6R5; A7MM78; B7UK35; B7UK32; A7ZSI8; B7L4K4; B7L4K5; B7L4K3; B7L4K0; A8AMJ6; B7UJW2; A7ZSI3; B7LRS7; A8APV6; B7L4K8; B6I218; Q57PV1; Q57PV0; B6I210; Q1R612; Q1R610; B7LR53; B5FN11; Q5PIV7; Q5PIV3; B1IX36; A6TEW1; A6TEW0; B7LQ74; B7LQ73; B5BGY5; Q5PIV8; P0A7W7; A8A5A4; B1LE15; A8ARM4; B7N192; P0A7W1; P0A7W0; B7N1A0; B7N199; B7N198; C0Q1W9; B4F277; C4ZR79; Q31WW9; B7MCS3; B7M9G4; Q1CME3; Q0SZZ4; B5RFY6; Q0SZZ1; Q0SZZ3; B5YTM9; Q0SZZ8; B7M1M2; B7M1M3; B5EXE1; B7M1M5; P0A7N4; B7M1M8; B7M1M9; B5BI10; B1X6E6; B5QZ45; Q57IA6; B1X6E8; B1IT04; P0AG50; P02358; P02359; P60726; P0A7X3; Q57J53; P0A7X4; P0A7X5; B7MBZ1; B1X6G8; A9MPV4; B5F8E7; Q1RB79; B5YTN0; B5YTN2; B5YTN5; B5YTN6; B5YTN7; B5YTN8; B7L6I9; A8A6G4; B6IBD5; B6IBD4; B1IQT7; B2U394; P68919; B4T4N0; B1LK73; B7UJ79; Q0T0J8; B2U2R5; B7UK39; Q57JQ0; B2U2R3; B1IPV7; B7MST2; Q32B32; Q32B37; Q32B36; Q32B35; B5Z2K7; P0C018; B7M1C4; Q0T008; A8A501; Q1R620; A4WFD5; B5REG7; B2U2S6; B7NDT2; Q31VV9; B7NF20; Q1R626; Q31VV7; B7M1C5; B7NDT7; C0Q644; P61177; P0A7J3; C4ZUH1; P0A7S9; P0A7S8; P0AG59; C4ZUH2; P0A7S3; Q1RB78; P0A7S7; P0A7S6; P0A7S5; P0A7S4; Q32B47; Q32B43; Q32B40; Q3YWU8; B7NDT0; B2VGJ7; P0A7J7; B7NDT5; B5R290; B7NDT6; B7NDT8; P62399; B5R299
DB00203	Sildenafil	investigational; approved	5212	-	"Sildenafil is a phosphodiesterase-5 (PDE5) inhibitor that is predominantly employed for two primary indications:    (1) the treatment of erectile dysfunction [A175582, L5611, F3853, F3856, F3886], and    (2) treatment of pulmonary hypertension, where:  a) the US FDA specifically indicates sildenafil for the treatment of pulmonary arterial hypertension (PAH) (WHO Group I) in adults to improve exercise ability and delay clinical worsening [F3850]. The delay in clinical worsening was demonstrated when sildenafil was added to background epoprostenol therapy [F3850]. Studies establishing effectiveness were short-term (12 to 16 weeks), and included predominately patients with New York Heart Association (NYHA) Functional Class II-III symptoms and idiopathic etiology (71%) or associated with connective tissue disease (CTD) (25%) [F3850],    b) the Canadian product monograph specifically indicates sildenafil for the treatment of primary pulmonary arterial hypertension (PPH) or pulmonary hypertension secondary to connective tissue disease (CTD) in adult patients with WHO functional class II or III who have not responded to conventional therapy [F3859]. In addition, improvement in exercise ability and delay in clinical worsening was demonstrated in adult patients who were already stabilized on background epoprostenol therapy [F3859], and    c) the EMA product information specifically indicates sildenafil for the treatment of adult patients with pulmonary arterial hypertension classified as WHO functional class II and III, to improve exercise capacity [F3883]. Efficacy has been shown in primary pulmonary hypertension and pulmonary hypertension associated with connective tissue disease [F3883]. The EMA label also indicates sildenafil for the treatment of pediatric patients aged 1 year to 17 years old with pulmonary arterial hypertension [F3883]. Efficacy in terms of improvement of exercise capacity or pulmonary hemodynamics has been shown in primary pulmonary hypertension and pulmonary hypertension associated with congenital heart disease [F3883]."	Q01064; Q14432; Q08493; P16499; Q08499; Q13946; O15440; Q9Y233; Q12809; Q13370; P29274; P30542; O60658; P54750; O76074; P18545; Q9NPD5; Q14123; P27815; Q13956; O00408; P51160; Q07343
DB00202	Succinylcholine	approved	5314	-	"Used in surgical procedures where a rapid onset and brief duration of muscle relaxation is needed (includes intubation, endoscopies, and ECT)"	P08172; Q9GZZ6; P06276; P02708; P11230; P07510; P20309; Q04844; Q07001; P11229
DB00201	Caffeine	approved	2519	-	"Caffeine is indicated for the short term treatment of apnea of prematurity in infants and off label for the prevention and treatment of bronchopulmonary dysplasia caused by premature birth.[T716,L9851] In addition, it is indicated in combination with sodium benzoate to treat respiratory depression resulting from an overdose with CNS depressant drugs.[L9899] Caffeine has a broad range of over the counter uses, and is found in energy supplements, athletic enhancement products, pain relief products, as well as cosmetic products.[T716,L9854,L9872]"	P22303; P21817; P42338; P78527; P42336; P35913; Q13315; Q92736; Q14573; Q12809; P0DMS8; Q15413; Q07343; O76074; P29274; P29275; P30542; O00329
DB00972	Azelastine	approved	2267	-	"Intranasal azelastine is indicated for the symptomatic treatment of seasonal allergic rhinitis in patients 5 years and older and for the symptomatic treatment of vasomotor rhinitis in patients 12 years and older.[L8240] Ophthalmic azelastine solution is indicated for the treatment of itchy eyes associated with allergic conjunctivitis.[L8270]"	P04054; Q12809; P25021; P35348; Q16873; P35368; P35367; Q9Y5N1
DB00683	Midazolam	illicit; approved	4192	-	"**Intravenous**     Indicated for promoting preoperative sedation, anxiolysis, anesthesia induction, or amnesia.[F2434]    **Intramuscular**     Indicated for the treatment of status epilepticus in adults.[FDA label]    **Nasal**     Indicated for the acute treatment of intermittent, stereotypic episodes of frequent seizure activity (i.e., seizure clusters, acute repetitive seizures) that are distinct from a patient?s usual seizure pattern in patients with epilepsy 12 years of age and older.[L6559]"	Q9UN88; P24046; Q16445; P18507; P28476; A8MPY1; O00591; P18505; P48169; P47870; Q8N1C3; P47869; P14867; P28472; P08684; P31644; O14764; P34903; Q99928; P78334
DB00682	Warfarin	approved	54678486	-	"**Indicated** for:[label,L6616]    1) Prophylaxis and treatment of venous thromboembolism and related pulmonary embolism.    2) Prophylaxis and treatment of thromboembolism associated with atrial fibrillation.    3) Prophylaxis and treatment of thromboembolism associated with cardiac valve replacement.    4) Use as adjunct therapy to reduce mortality, recurrent myocardial infarction, and thromboembolic events post myocardial infarction.    **Off-label** uses include:    1) Secondary prevention of stroke and transient ischemic attacks in patients with rheumatic mitral valve disease but without atrial fibrillation.[A179182]"	P11712; P04070; P08684; P07225; Q9BQB6; Q8N0U8; O75469
DB00680	Moricizine	investigational; approved; withdrawn	34633	-	"Used to treat irregular heartbeats (arrhythmias) and maintain a normal heart rate."	Q01118; Q14524; Q9UQD0; Q9UI33; P35499; P35498; Q99250; Q9Y5Y9; Q15858; Q9NY46
DB00687	Fludrocortisone	investigational; approved	31378	-	"Fludrocortisone is indicated as partial replacement therapy for primary or secondary adrenocortical insufficiency in Addison's disease. It is also indicated for the treatment of salt-losing androgenital syndrome.[L8971]"	P04150; P08235; O75874
DB00686	Pentosan polysulfate	approved	37720	-	"For the relief of bladder pain or discomfort associated with interstitial cystitis."	P09038; P05230; P08620
DB00685	Trovafloxacin	investigational; withdrawn; approved	62959	-	"For treatment of infections caused by susceptible strains of the designated microorganisms in uncomplicated urethral gonorrhea in males and endocervical and rectal gonorrhea in females caused by <i>Neisseria gonorrhoeae</i> as well as non gonoccocal urethritis and cervicitis due to <i>Chlamydia trachomatis</i>."	P11388; P0AFI2; Q01959; P0AES4; P0AES6; Q02880; P43700; P43702; P20083
